 ,Area,Mean,Min,Max,Feret,FeretX,FeretY,FeretAngle,MinFeret
85,4.481,118.601,23,162,3.719,1600,701,103.325,2.088
86,5.524,83.813,26,153,3.839,1622,408,119.745,2.166
87,3.610,106.123,49,163,2.812,1874,395,118.301,2.096
88,7.864,106.436,27,176,5.967,1873,531,155.480,2.367
89,3.238,106.944,37,169,2.599,1921,465,28.443,2.058
90,4.807,104.853,32,165,4.200,1709,909,57.031,1.498
91,8.898,126.085,31,179,6.560,1750,915,80.811,2.089
92,6.585,130.129,35,193,5.574,1680,1123,70.017,1.891
93,5.714,118.476,40,174,3.719,1714,1120,39.806,1.965
94,9.170,118.868,32,183,6.589,1756,1051,94.145,2.366
95,4.127,99.352,29,169,3.322,1912,1140,62.700,1.773
96,2.694,112.303,41,157,2.907,1457,1355,58.392,1.191
97,5.859,86.799,21,142,3.937,988,1910,122.152,2.490
98,4.045,127.433,38,163,2.747,1393,1662,146.310,2.230
99,5.370,56.498,20,125,4.344,1422,1696,142.125,1.669
100,8.707,93.561,20,156,6.426,1472,1720,11.976,1.598
101,8.073,92.818,21,155,6.266,1526,1689,155.772,2.584
102,1.977,101.495,27,158,2.343,1605,1572,116.565,1.429
103,7.320,99.009,19,166,4.371,1860,1756,168.690,2.002
104,1.533,124.112,62,159,2.009,1746,1774,58.570,1.526
105,1.950,87.967,24,150,2.812,1724,1772,28.301,1.070
106,6.522,78.202,25,175,4.121,1769,1812,33.690,2.176
107,2.558,120.525,53,165,4.382,1414,1541,42.357,1.169
108,10.068,115.507,30,170,5.766,1428,1501,30.801,2.811
109,2.340,120.209,50,172,3.375,1500,1512,73.610,1.392
110,0.889,111.224,41,149,1.506,1580,381,108.435,0.877
111,7.528,72.446,26,145,6.267,1471,320,126.347,1.631
112,2.331,77.191,26,134,2.294,1409,1005,41.634,1.377
113,4.036,92.025,28,161,3.493,1420,803,168.996,1.709
114,3.764,96.822,36,149,3.370,1659,1358,132.709,2.234
115,0.989,89.385,36,138,1.832,1787,1493,62.103,1.079
116,0.971,91.252,30,139,1.878,1761,950,59.534,1.038
117,3.392,110.687,31,167,3.512,2092,26,40.601,1.942
118,2.322,85.574,27,147,3.407,1948,182,26.565,1.363
119,2.621,89.266,24,155,3.781,1982,186,40.914,1.391
120,11.546,86.979,26,158,5.377,2780,63,157.068,3.473
121,2.993,78.021,27,141,2.473,2629,147,105.642,1.726
122,5.986,91.244,31,164,4.736,2155,309,105.154,1.811
123,2.957,74.982,28,129,3.725,2335,284,57.529,2.485
124,7.719,97.662,25,165,5.455,2984,589,44.293,2.696
125,5.878,99.326,23,153,5.111,2471,391,26.565,2.300
126,1.923,99.717,43,154,2.434,2336,331,120.579,1.573
127,3.891,109.182,34,167,3.114,2059,483,113.429,1.581
128,2.503,94.870,34,155,2.803,2148,545,9.782,1.356
129,1.351,98.215,31,161,2.229,2153,567,70.017,1.052
130,2.467,100.364,34,159,2.505,2163,573,8.746,1.785
131,1.642,103.829,50,142,2.242,2365,381,167.735,1.176
132,2.966,84.795,35,132,3.544,2408,421,120.700,1.210
133,5.642,108.035,32,167,3.834,2909,690,75.619,2.180
134,1.687,97.134,35,143,2.317,2573,422,99.462,1.235
135,5.823,102.587,43,162,5.963,2337,709,63.435,1.895
136,1.379,106.559,35,156,2.140,2319,574,57.724,1.280
137,3.955,88.298,33,142,3.071,3025,823,82.875,2.282
138,2.404,95.830,28,139,2.304,2848,762,172.875,1.725
139,4.063,88.143,25,140,3.915,2799,613,71.565,1.857
140,8.517,94.731,21,140,5.921,2921,909,154.259,2.017
141,9.143,115.568,34,156,4.820,2820,837,119.604,3.229
142,7.873,76.020,27,138,4.043,2093,1094,43.091,2.857
143,5.778,95.545,32,146,5.890,2156,826,112.834,1.470
144,25.705,93.920,23,162,8.890,2555,1043,175.083,5.343
145,2.585,92.719,32,139,3.143,2688,743,0.000,1.143
146,3.329,84.924,29,140,3.367,2737,783,28.740,1.488
147,1.342,93.912,36,130,2.903,2405,882,138.991,0.922
148,9.687,109.893,30,165,5.012,2677,1480,165.700,2.841
149,1.478,109.822,55,157,2.025,2313,1964,131.186,1.316
150,4.299,81.086,30,143,3.143,2676,497,0.000,2.095
151,3.900,90.609,31,149,4.052,2868,33,29.578,1.867
152,7.374,77.210,24,156,5.714,2716,443,0.000,2.286
153,0.961,79.000,25,124,1.797,2576,629,147.995,0.774
154,2.531,76.348,30,138,3.049,2623,678,128.660,1.290
155,2.576,65.458,26,120,3.101,2704,1101,42.510,1.662
156,2.685,90.483,32,132,2.991,2493,1560,52.765,1.346
157,3.102,95.558,27,155,2.747,1938,718,146.310,1.962
158,1.433,115.620,45,154,1.820,1979,642,42.879,0.993
159,1.633,104.950,38,146,1.905,1992,654,0.000,1.347
160,1.333,106.626,34,154,2.288,2013,658,92.386,0.902
161,10.249,115.235,28,174,5.793,524,1988,27.408,2.314
162,2.794,105.471,33,160,2.707,260,1998,140.711,2.037
163,2.413,105.041,29,144,2.667,932,1878,90.000,1.717
